Date,SKU,Region,Channel,Units Sold,Unit Price,Revenue
2024-01-23,Capture Clip Pro,Asia,DTC,26,90.0,2340.0
2024-01-23,Capture Clip Pro,Asia,Wholesale,40,76.5,3060.0
2024-01-23,Tech Pouch,US,DTC,14,60.0,840.0
2024-01-23,Tech Pouch,US,Wholesale,30,51.0,1530.0
2024-01-23,Tech Pouch,EU,DTC,19,60.0,1140.0
2024-01-23,Tech Pouch,EU,Wholesale,31,51.0,1581.0
2024-01-23,Tech Pouch,Asia,DTC,21,60.0,1260.0
2024-01-23,Tech Pouch,Asia,Wholesale,29,51.0,1479.0
2024-01-23,Wash Pouch,US,DTC,12,65.0,780.0
2024-01-23,Wash Pouch,US,Wholesale,38,55.25,2099.5
2024-01-23,Wash Pouch,EU,DTC,19,65.0,1235.0
2024-01-23,Wash Pouch,EU,Wholesale,26,55.25,1436.5
2024-01-23,Wash Pouch,Asia,DTC,27,65.0,1755.0
2024-01-23,Wash Pouch,Asia,Wholesale,35,55.25,1933.75
2024-01-24,Travel Duffel 30L,US,DTC,14,150.0,2100.0
2024-01-24,Travel Duffel 30L,US,Wholesale,28,127.5,3570.0
2024-01-24,Travel Duffel 30L,EU,DTC,11,150.0,1650.0
2024-01-24,Travel Duffel 30L,EU,Wholesale,36,127.5,4590.0
2024-01-24,Travel Duffel 30L,Asia,DTC,24,150.0,3600.0
2024-01-24,Travel Duffel 30L,Asia,Wholesale,34,127.5,4335.0
2024-01-24,Travel Duffel 45L,US,DTC,19,170.0,3230.0
2024-01-24,Travel Duffel 45L,US,Wholesale,33,144.5,4768.5
2024-01-24,Travel Duffel 45L,EU,DTC,19,170.0,3230.0
2024-01-24,Travel Duffel 45L,EU,Wholesale,40,144.5,5780.0
2024-01-24,Travel Duffel 45L,Asia,DTC,11,170.0,1870.0
2024-01-24,Travel Duffel 45L,Asia,Wholesale,34,144.5,4913.0
2024-01-24,Everyday Backpack 20L,US,DTC,21,180.0,3780.0
2024-01-24,Everyday Backpack 20L,US,Wholesale,33,153.0,5049.0
2024-01-24,Everyday Backpack 20L,EU,DTC,21,180.0,3780.0
2024-01-24,Everyday Backpack 20L,EU,Wholesale,27,153.0,4131.0
2024-01-24,Everyday Backpack 20L,Asia,DTC,15,180.0,2700.0
2024-01-24,Everyday Backpack 20L,Asia,Wholesale,20,153.0,3060.0
2024-01-24,Everyday Backpack 30L,US,DTC,23,200.0,4600.0
2024-01-24,Everyday Backpack 30L,US,Wholesale,35,170.0,5950.0
2024-01-24,Everyday Backpack 30L,EU,DTC,21,200.0,4200.0
2024-01-24,Everyday Backpack 30L,EU,Wholesale,23,170.0,3910.0
2024-01-24,Everyday Backpack 30L,Asia,DTC,19,200.0,3800.0
2024-01-24,Everyday Backpack 30L,Asia,Wholesale,35,170.0,5950.0
2024-01-24,Capture Clip v3,US,DTC,13,70.0,910.0
2024-01-24,Capture Clip v3,US,Wholesale,30,59.5,1785.0
2024-01-24,Capture Clip v3,EU,DTC,23,70.0,1610.0
2024-01-24,Capture Clip v3,EU,Wholesale,20,59.5,1190.0
2024-01-24,Capture Clip v3,Asia,DTC,19,70.0,1330.0
2024-01-24,Capture Clip v3,Asia,Wholesale,27,59.5,1606.5
2024-01-24,Capture Clip Pro,US,DTC,18,90.0,1620.0
2024-01-24,Capture Clip Pro,US,Wholesale,28,76.5,2142.0
2024-01-24,Capture Clip Pro,EU,DTC,15,90.0,1350.0
2024-01-24,Capture Clip Pro,EU,Wholesale,38,76.5,2907.0
2024-01-24,Capture Clip Pro,Asia,DTC,21,90.0,1890.0
2024-01-24,Capture Clip Pro,Asia,Wholesale,38,76.5,2907.0
2024-01-24,Tech Pouch,US,DTC,15,60.0,900.0
2024-01-24,Tech Pouch,US,Wholesale,34,51.0,1734.0
2024-01-24,Tech Pouch,EU,DTC,11,60.0,660.0
2024-01-24,Tech Pouch,EU,Wholesale,27,51.0,1377.0
2024-01-24,Tech Pouch,Asia,DTC,18,60.0,1080.0
2024-01-24,Tech Pouch,Asia,Wholesale,23,51.0,1173.0
2024-01-24,Wash Pouch,US,DTC,12,65.0,780.0
2024-01-24,Wash Pouch,US,Wholesale,42,55.25,2320.5
2024-01-24,Wash Pouch,EU,DTC,16,65.0,1040.0
2024-01-24,Wash Pouch,EU,Wholesale,25,55.25,1381.25
2024-01-24,Wash Pouch,Asia,DTC,17,65.0,1105.0
2024-01-24,Wash Pouch,Asia,Wholesale,21,55.25,1160.25
2024-01-25,Travel Duffel 30L,US,DTC,22,150.0,3300.0
2024-01-25,Travel Duffel 30L,US,Wholesale,35,127.5,4462.5
2024-01-25,Travel Duffel 30L,EU,DTC,15,150.0,2250.0
2024-01-25,Travel Duffel 30L,EU,Wholesale,29,127.5,3697.5
2024-01-25,Travel Duffel 30L,Asia,DTC,18,150.0,2700.0
2024-01-25,Travel Duffel 30L,Asia,Wholesale,38,127.5,4845.0
2024-01-25,Travel Duffel 45L,US,DTC,24,170.0,4080.0
2024-01-25,Travel Duffel 45L,US,Wholesale,48,144.5,6936.0
2024-01-25,Travel Duffel 45L,EU,DTC,15,170.0,2550.0
2024-01-25,Travel Duffel 45L,EU,Wholesale,33,144.5,4768.5
2024-01-25,Travel Duffel 45L,Asia,DTC,13,170.0,2210.0
2024-01-25,Travel Duffel 45L,Asia,Wholesale,30,144.5,4335.0
2024-01-25,Everyday Backpack 20L,US,DTC,23,180.0,4140.0
2024-01-25,Everyday Backpack 20L,US,Wholesale,32,153.0,4896.0
2024-01-25,Everyday Backpack 20L,EU,DTC,20,180.0,3600.0
2024-01-25,Everyday Backpack 20L,EU,Wholesale,35,153.0,5355.0
2024-01-25,Everyday Backpack 20L,Asia,DTC,13,180.0,2340.0
2024-01-25,Everyday Backpack 20L,Asia,Wholesale,21,153.0,3213.0
2024-01-25,Everyday Backpack 30L,US,DTC,15,200.0,3000.0
2024-01-25,Everyday Backpack 30L,US,Wholesale,21,170.0,3570.0
2024-01-25,Everyday Backpack 30L,EU,DTC,24,200.0,4800.0
2024-01-25,Everyday Backpack 30L,EU,Wholesale,35,170.0,5950.0
2024-01-25,Everyday Backpack 30L,Asia,DTC,14,200.0,2800.0
2024-01-25,Everyday Backpack 30L,Asia,Wholesale,27,170.0,4590.0
2024-01-25,Capture Clip v3,US,DTC,26,70.0,1820.0
2024-01-25,Capture Clip v3,US,Wholesale,28,59.5,1666.0
2024-01-25,Capture Clip v3,EU,DTC,17,70.0,1190.0
2024-01-25,Capture Clip v3,EU,Wholesale,35,59.5,2082.5
2024-01-25,Capture Clip v3,Asia,DTC,13,70.0,910.0
2024-01-25,Capture Clip v3,Asia,Wholesale,27,59.5,1606.5
2024-01-25,Capture Clip Pro,US,DTC,24,90.0,2160.0
2024-01-25,Capture Clip Pro,US,Wholesale,32,76.5,2448.0
2024-01-25,Capture Clip Pro,EU,DTC,17,90.0,1530.0
2024-01-25,Capture Clip Pro,EU,Wholesale,47,76.5,3595.5
2024-01-25,Capture Clip Pro,Asia,DTC,12,90.0,1080.0
2024-01-25,Capture Clip Pro,Asia,Wholesale,40,76.5,3060.0
2024-01-25,Tech Pouch,US,DTC,15,60.0,900.0
2024-01-25,Tech Pouch,US,Wholesale,22,51.0,1122.0
2024-01-25,Tech Pouch,EU,DTC,24,60.0,1440.0
2024-01-25,Tech Pouch,EU,Wholesale,42,51.0,2142.0
2024-01-25,Tech Pouch,Asia,DTC,14,60.0,840.0
2024-01-25,Tech Pouch,Asia,Wholesale,36,51.0,1836.0
2024-01-25,Wash Pouch,US,DTC,13,65.0,845.0
2024-01-25,Wash Pouch,US,Wholesale,29,55.25,1602.25
2024-01-25,Wash Pouch,EU,DTC,21,65.0,1365.0
2024-01-25,Wash Pouch,EU,Wholesale,33,55.25,1823.25
2024-01-25,Wash Pouch,Asia,DTC,16,65.0,1040.0
2024-01-25,Wash Pouch,Asia,Wholesale,29,55.25,1602.25
2024-01-26,Travel Duffel 30L,US,DTC,21,150.0,3150.0
2024-01-26,Travel Duffel 30L,US,Wholesale,34,127.5,4335.0
2024-01-26,Travel Duffel 30L,EU,DTC,20,150.0,3000.0
2024-01-26,Travel Duffel 30L,EU,Wholesale,36,127.5,4590.0
2024-01-26,Travel Duffel 30L,Asia,DTC,24,150.0,3600.0
2024-01-26,Travel Duffel 30L,Asia,Wholesale,25,127.5,3187.5
2024-01-26,Travel Duffel 45L,US,DTC,17,170.0,2890.0
2024-01-26,Travel Duffel 45L,US,Wholesale,23,144.5,3323.5
2024-01-26,Travel Duffel 45L,EU,DTC,16,170.0,2720.0
2024-01-26,Travel Duffel 45L,EU,Wholesale,28,144.5,4046.0
2024-01-26,Travel Duffel 45L,Asia,DTC,13,170.0,2210.0
2024-01-26,Travel Duffel 45L,Asia,Wholesale,22,144.5,3179.0
2024-01-26,Everyday Backpack 20L,US,DTC,16,180.0,2880.0
2024-01-26,Everyday Backpack 20L,US,Wholesale,31,153.0,4743.0
2024-01-26,Everyday Backpack 20L,EU,DTC,24,180.0,4320.0
2024-01-26,Everyday Backpack 20L,EU,Wholesale,26,153.0,3978.0
2024-01-26,Everyday Backpack 20L,Asia,DTC,14,180.0,2520.0
2024-01-26,Everyday Backpack 20L,Asia,Wholesale,26,153.0,3978.0
2024-01-26,Everyday Backpack 30L,US,DTC,13,200.0,2600.0
2024-01-26,Everyday Backpack 30L,US,Wholesale,33,170.0,5610.0
2024-01-26,Everyday Backpack 30L,EU,DTC,12,200.0,2400.0
2024-01-26,Everyday Backpack 30L,EU,Wholesale,36,170.0,6120.0
2024-01-26,Everyday Backpack 30L,Asia,DTC,15,200.0,3000.0
2024-01-26,Everyday Backpack 30L,Asia,Wholesale,39,170.0,6630.0
2024-01-26,Capture Clip v3,US,DTC,13,70.0,910.0
2024-01-26,Capture Clip v3,US,Wholesale,26,59.5,1547.0
2024-01-26,Capture Clip v3,EU,DTC,20,70.0,1400.0
2024-01-26,Capture Clip v3,EU,Wholesale,30,59.5,1785.0
2024-01-26,Capture Clip v3,Asia,DTC,17,70.0,1190.0
2024-01-26,Capture Clip v3,Asia,Wholesale,27,59.5,1606.5
2024-01-26,Capture Clip Pro,US,DTC,16,90.0,1440.0
2024-01-26,Capture Clip Pro,US,Wholesale,29,76.5,2218.5
2024-01-26,Capture Clip Pro,EU,DTC,18,90.0,1620.0
2024-01-26,Capture Clip Pro,EU,Wholesale,26,76.5,1989.0
2024-01-26,Capture Clip Pro,Asia,DTC,11,90.0,990.0
2024-01-26,Capture Clip Pro,Asia,Wholesale,20,76.5,1530.0
2024-01-26,Tech Pouch,US,DTC,19,60.0,1140.0
2024-01-26,Tech Pouch,US,Wholesale,26,51.0,1326.0
2024-01-26,Tech Pouch,EU,DTC,22,60.0,1320.0
2024-01-26,Tech Pouch,EU,Wholesale,40,51.0,2040.0
2024-01-26,Tech Pouch,Asia,DTC,19,60.0,1140.0
2024-01-26,Tech Pouch,Asia,Wholesale,35,51.0,1785.0
2024-01-26,Wash Pouch,US,DTC,20,65.0,1300.0
2024-01-26,Wash Pouch,US,Wholesale,25,55.25,1381.25
2024-01-26,Wash Pouch,EU,DTC,21,65.0,1365.0
2024-01-26,Wash Pouch,EU,Wholesale,21,55.25,1160.25
2024-01-26,Wash Pouch,Asia,DTC,10,65.0,650.0
2024-01-26,Wash Pouch,Asia,Wholesale,27,55.25,1491.75
2024-01-27,Travel Duffel 30L,US,DTC,19,150.0,2850.0
2024-01-27,Travel Duffel 30L,US,Wholesale,29,127.5,3697.5
2024-01-27,Travel Duffel 30L,EU,DTC,10,150.0,1500.0
2024-01-27,Travel Duffel 30L,EU,Wholesale,25,127.5,3187.5
2024-01-27,Travel Duffel 30L,Asia,DTC,14,150.0,2100.0
2024-01-27,Travel Duffel 30L,Asia,Wholesale,28,127.5,3570.0
2024-01-27,Travel Duffel 45L,US,DTC,18,170.0,3060.0
2024-01-27,Travel Duffel 45L,US,Wholesale,33,144.5,4768.5
2024-01-27,Travel Duffel 45L,EU,DTC,15,170.0,2550.0
2024-01-27,Travel Duffel 45L,EU,Wholesale,39,144.5,5635.5
2024-01-27,Travel Duffel 45L,Asia,DTC,18,170.0,3060.0
2024-01-27,Travel Duffel 45L,Asia,Wholesale,28,144.5,4046.0
2024-01-27,Everyday Backpack 20L,US,DTC,23,180.0,4140.0
2024-01-27,Everyday Backpack 20L,US,Wholesale,31,153.0,4743.0
2024-01-27,Everyday Backpack 20L,EU,DTC,20,180.0,3600.0
2024-01-27,Everyday Backpack 20L,EU,Wholesale,24,153.0,3672.0
2024-01-27,Everyday Backpack 20L,Asia,DTC,13,180.0,2340.0
2024-01-27,Everyday Backpack 20L,Asia,Wholesale,31,153.0,4743.0
2024-01-27,Everyday Backpack 30L,US,DTC,17,200.0,3400.0
2024-01-27,Everyday Backpack 30L,US,Wholesale,32,170.0,5440.0
2024-01-27,Everyday Backpack 30L,EU,DTC,19,200.0,3800.0
2024-01-27,Everyday Backpack 30L,EU,Wholesale,26,170.0,4420.0
2024-01-27,Everyday Backpack 30L,Asia,DTC,15,200.0,3000.0
2024-01-27,Everyday Backpack 30L,Asia,Wholesale,45,170.0,7650.0
2024-01-27,Capture Clip v3,US,DTC,16,70.0,1120.0
2024-01-27,Capture Clip v3,US,Wholesale,41,59.5,2439.5
2024-01-27,Capture Clip v3,EU,DTC,14,70.0,980.0
2024-01-27,Capture Clip v3,EU,Wholesale,49,59.5,2915.5
2024-01-27,Capture Clip v3,Asia,DTC,24,70.0,1680.0
2024-01-27,Capture Clip v3,Asia,Wholesale,24,59.5,1428.0
2024-01-27,Capture Clip Pro,US,DTC,25,90.0,2250.0
2024-01-27,Capture Clip Pro,US,Wholesale,28,76.5,2142.0
2024-01-27,Capture Clip Pro,EU,DTC,19,90.0,1710.0
2024-01-27,Capture Clip Pro,EU,Wholesale,26,76.5,1989.0
2024-01-27,Capture Clip Pro,Asia,DTC,20,90.0,1800.0
2024-01-27,Capture Clip Pro,Asia,Wholesale,35,76.5,2677.5
2024-01-27,Tech Pouch,US,DTC,10,60.0,600.0
2024-01-27,Tech Pouch,US,Wholesale,37,51.0,1887.0
2024-01-27,Tech Pouch,EU,DTC,20,60.0,1200.0
2024-01-27,Tech Pouch,EU,Wholesale,38,51.0,1938.0
2024-01-27,Tech Pouch,Asia,DTC,12,60.0,720.0
2024-01-27,Tech Pouch,Asia,Wholesale,26,51.0,1326.0
2024-01-27,Wash Pouch,US,DTC,15,65.0,975.0
2024-01-27,Wash Pouch,US,Wholesale,27,55.25,1491.75
2024-01-27,Wash Pouch,EU,DTC,25,65.0,1625.0
2024-01-27,Wash Pouch,EU,Wholesale,28,55.25,1547.0
2024-01-27,Wash Pouch,Asia,DTC,12,65.0,780.0
2024-01-27,Wash Pouch,Asia,Wholesale,23,55.25,1270.75
2024-01-28,Travel Duffel 30L,US,DTC,20,150.0,3000.0
2024-01-28,Travel Duffel 30L,US,Wholesale,48,127.5,6120.0
2024-01-28,Travel Duffel 30L,EU,DTC,24,150.0,3600.0
2024-01-28,Travel Duffel 30L,EU,Wholesale,26,127.5,3315.0
2024-01-28,Travel Duffel 30L,Asia,DTC,20,150.0,3000.0
2024-01-28,Travel Duffel 30L,Asia,Wholesale,42,127.5,5355.0
2024-01-28,Travel Duffel 45L,US,DTC,18,170.0,3060.0
2024-01-28,Travel Duffel 45L,US,Wholesale,35,144.5,5057.5
2024-01-28,Travel Duffel 45L,EU,DTC,15,170.0,2550.0
2024-01-28,Travel Duffel 45L,EU,Wholesale,23,144.5,3323.5
2024-01-28,Travel Duffel 45L,Asia,DTC,20,170.0,3400.0
2024-01-28,Travel Duffel 45L,Asia,Wholesale,31,144.5,4479.5
2024-01-28,Everyday Backpack 20L,US,DTC,20,180.0,3600.0
2024-01-28,Everyday Backpack 20L,US,Wholesale,21,153.0,3213.0
2024-01-28,Everyday Backpack 20L,EU,DTC,11,180.0,1980.0
2024-01-28,Everyday Backpack 20L,EU,Wholesale,31,153.0,4743.0
2024-01-28,Everyday Backpack 20L,Asia,DTC,24,180.0,4320.0
2024-01-28,Everyday Backpack 20L,Asia,Wholesale,23,153.0,3519.0
2024-01-28,Everyday Backpack 30L,US,DTC,10,200.0,2000.0
2024-01-28,Everyday Backpack 30L,US,Wholesale,29,170.0,4930.0
2024-01-28,Everyday Backpack 30L,EU,DTC,8,200.0,1600.0
2024-01-28,Everyday Backpack 30L,EU,Wholesale,38,170.0,6460.0
2024-01-28,Everyday Backpack 30L,Asia,DTC,24,200.0,4800.0
2024-01-28,Everyday Backpack 30L,Asia,Wholesale,25,170.0,4250.0
2024-01-28,Capture Clip v3,US,DTC,16,70.0,1120.0
2024-01-28,Capture Clip v3,US,Wholesale,33,59.5,1963.5
2024-01-28,Capture Clip v3,EU,DTC,16,70.0,1120.0
2024-01-28,Capture Clip v3,EU,Wholesale,28,59.5,1666.0
2024-01-28,Capture Clip v3,Asia,DTC,14,70.0,980.0
2024-01-28,Capture Clip v3,Asia,Wholesale,25,59.5,1487.5
2024-01-28,Capture Clip Pro,US,DTC,18,90.0,1620.0
2024-01-28,Capture Clip Pro,US,Wholesale,27,76.5,2065.5
2024-01-28,Capture Clip Pro,EU,DTC,24,90.0,2160.0
2024-01-28,Capture Clip Pro,EU,Wholesale,22,76.5,1683.0
2024-01-28,Capture Clip Pro,Asia,DTC,12,90.0,1080.0
2024-01-28,Capture Clip Pro,Asia,Wholesale,26,76.5,1989.0
2024-01-28,Tech Pouch,US,DTC,14,60.0,840.0
2024-01-28,Tech Pouch,US,Wholesale,43,51.0,2193.0
2024-01-28,Tech Pouch,EU,DTC,14,60.0,840.0
2024-01-28,Tech Pouch,EU,Wholesale,33,51.0,1683.0
2024-01-28,Tech Pouch,Asia,DTC,22,60.0,1320.0
2024-01-28,Tech Pouch,Asia,Wholesale,27,51.0,1377.0
2024-01-28,Wash Pouch,US,DTC,17,65.0,1105.0
2024-01-28,Wash Pouch,US,Wholesale,37,55.25,2044.25
2024-01-28,Wash Pouch,EU,DTC,28,65.0,1820.0
2024-01-28,Wash Pouch,EU,Wholesale,25,55.25,1381.25
2024-01-28,Wash Pouch,Asia,DTC,15,65.0,975.0
2024-01-28,Wash Pouch,Asia,Wholesale,31,55.25,1712.75
2024-01-29,Travel Duffel 30L,US,DTC,19,150.0,2850.0
2024-01-29,Travel Duffel 30L,US,Wholesale,27,127.5,3442.5
2024-01-29,Travel Duffel 30L,EU,DTC,14,150.0,2100.0
2024-01-29,Travel Duffel 30L,EU,Wholesale,23,127.5,2932.5
2024-01-29,Travel Duffel 30L,Asia,DTC,17,150.0,2550.0
2024-01-29,Travel Duffel 30L,Asia,Wholesale,29,127.5,3697.5
2024-01-29,Travel Duffel 45L,US,DTC,17,170.0,2890.0
2024-01-29,Travel Duffel 45L,US,Wholesale,32,144.5,4624.0
2024-01-29,Travel Duffel 45L,EU,DTC,19,170.0,3230.0
2024-01-29,Travel Duffel 45L,EU,Wholesale,22,144.5,3179.0
2024-01-29,Travel Duffel 45L,Asia,DTC,19,170.0,3230.0
2024-01-29,Travel Duffel 45L,Asia,Wholesale,25,144.5,3612.5
2024-01-29,Everyday Backpack 20L,US,DTC,16,180.0,2880.0
2024-01-29,Everyday Backpack 20L,US,Wholesale,39,153.0,5967.0
2024-01-29,Everyday Backpack 20L,EU,DTC,15,180.0,2700.0
2024-01-29,Everyday Backpack 20L,EU,Wholesale,35,153.0,5355.0
2024-01-29,Everyday Backpack 20L,Asia,DTC,13,180.0,2340.0
2024-01-29,Everyday Backpack 20L,Asia,Wholesale,25,153.0,3825.0
2024-01-29,Everyday Backpack 30L,US,DTC,16,200.0,3200.0
2024-01-29,Everyday Backpack 30L,US,Wholesale,38,170.0,6460.0
2024-01-29,Everyday Backpack 30L,EU,DTC,18,200.0,3600.0
2024-01-29,Everyday Backpack 30L,EU,Wholesale,29,170.0,4930.0
2024-01-29,Everyday Backpack 30L,Asia,DTC,26,200.0,5200.0
2024-01-29,Everyday Backpack 30L,Asia,Wholesale,32,170.0,5440.0
2024-01-29,Capture Clip v3,US,DTC,24,70.0,1680.0
2024-01-29,Capture Clip v3,US,Wholesale,37,59.5,2201.5
2024-01-29,Capture Clip v3,EU,DTC,31,70.0,2170.0
2024-01-29,Capture Clip v3,EU,Wholesale,35,59.5,2082.5
2024-01-29,Capture Clip v3,Asia,DTC,25,70.0,1750.0
2024-01-29,Capture Clip v3,Asia,Wholesale,35,59.5,2082.5
2024-01-29,Capture Clip Pro,US,DTC,15,90.0,1350.0
2024-01-29,Capture Clip Pro,US,Wholesale,40,76.5,3060.0
2024-01-29,Capture Clip Pro,EU,DTC,20,90.0,1800.0
2024-01-29,Capture Clip Pro,EU,Wholesale,27,76.5,2065.5
2024-01-29,Capture Clip Pro,Asia,DTC,17,90.0,1530.0
2024-01-29,Capture Clip Pro,Asia,Wholesale,25,76.5,1912.5
2024-01-29,Tech Pouch,US,DTC,13,60.0,780.0
2024-01-29,Tech Pouch,US,Wholesale,27,51.0,1377.0
2024-01-29,Tech Pouch,EU,DTC,27,60.0,1620.0
2024-01-29,Tech Pouch,EU,Wholesale,30,51.0,1530.0
2024-01-29,Tech Pouch,Asia,DTC,20,60.0,1200.0
2024-01-29,Tech Pouch,Asia,Wholesale,36,51.0,1836.0
2024-01-29,Wash Pouch,US,DTC,19,65.0,1235.0
2024-01-29,Wash Pouch,US,Wholesale,22,55.25,1215.5
2024-01-29,Wash Pouch,EU,DTC,22,65.0,1430.0
2024-01-29,Wash Pouch,EU,Wholesale,22,55.25,1215.5
2024-01-29,Wash Pouch,Asia,DTC,17,65.0,1105.0
2024-01-29,Wash Pouch,Asia,Wholesale,27,55.25,1491.75
2024-01-30,Travel Duffel 30L,US,DTC,17,150.0,2550.0
2024-01-30,Travel Duffel 30L,US,Wholesale,36,127.5,4590.0
2024-01-30,Travel Duffel 30L,EU,DTC,14,150.0,2100.0
2024-01-30,Travel Duffel 30L,EU,Wholesale,40,127.5,5100.0
2024-01-30,Travel Duffel 30L,Asia,DTC,18,150.0,2700.0
2024-01-30,Travel Duffel 30L,Asia,Wholesale,41,127.5,5227.5
2024-01-30,Travel Duffel 45L,US,DTC,15,170.0,2550.0
2024-01-30,Travel Duffel 45L,US,Wholesale,23,144.5,3323.5
2024-01-30,Travel Duffel 45L,EU,DTC,26,170.0,4420.0
2024-01-30,Travel Duffel 45L,EU,Wholesale,31,144.5,4479.5
2024-01-30,Travel Duffel 45L,Asia,DTC,15,170.0,2550.0
2024-01-30,Travel Duffel 45L,Asia,Wholesale,34,144.5,4913.0
2024-01-30,Everyday Backpack 20L,US,DTC,21,180.0,3780.0
2024-01-30,Everyday Backpack 20L,US,Wholesale,39,153.0,5967.0
2024-01-30,Everyday Backpack 20L,EU,DTC,17,180.0,3060.0
2024-01-30,Everyday Backpack 20L,EU,Wholesale,26,153.0,3978.0
2024-01-30,Everyday Backpack 20L,Asia,DTC,18,180.0,3240.0
2024-01-30,Everyday Backpack 20L,Asia,Wholesale,39,153.0,5967.0
2024-01-30,Everyday Backpack 30L,US,DTC,22,200.0,4400.0
2024-01-30,Everyday Backpack 30L,US,Wholesale,24,170.0,4080.0
2024-01-30,Everyday Backpack 30L,EU,DTC,13,200.0,2600.0
2024-01-30,Everyday Backpack 30L,EU,Wholesale,20,170.0,3400.0
2024-01-30,Everyday Backpack 30L,Asia,DTC,13,200.0,2600.0
2024-01-30,Everyday Backpack 30L,Asia,Wholesale,35,170.0,5950.0
2024-01-30,Capture Clip v3,US,DTC,20,70.0,1400.0
2024-01-30,Capture Clip v3,US,Wholesale,43,59.5,2558.5
2024-01-30,Capture Clip v3,EU,DTC,19,70.0,1330.0
2024-01-30,Capture Clip v3,EU,Wholesale,36,59.5,2142.0
2024-01-30,Capture Clip v3,Asia,DTC,23,70.0,1610.0
2024-01-30,Capture Clip v3,Asia,Wholesale,46,59.5,2737.0
2024-01-30,Capture Clip Pro,US,DTC,15,90.0,1350.0
2024-01-30,Capture Clip Pro,US,Wholesale,35,76.5,2677.5
2024-01-30,Capture Clip Pro,EU,DTC,15,90.0,1350.0
2024-01-30,Capture Clip Pro,EU,Wholesale,30,76.5,2295.0
2024-01-30,Capture Clip Pro,Asia,DTC,15,90.0,1350.0
2024-01-30,Capture Clip Pro,Asia,Wholesale,27,76.5,2065.5
2024-01-30,Tech Pouch,US,DTC,17,60.0,1020.0
2024-01-30,Tech Pouch,US,Wholesale,31,51.0,1581.0
2024-01-30,Tech Pouch,EU,DTC,14,60.0,840.0
2024-01-30,Tech Pouch,EU,Wholesale,27,51.0,1377.0
2024-01-30,Tech Pouch,Asia,DTC,12,60.0,720.0
2024-01-30,Tech Pouch,Asia,Wholesale,27,51.0,1377.0
2024-01-30,Wash Pouch,US,DTC,23,65.0,1495.0
2024-01-30,Wash Pouch,US,Wholesale,28,55.25,1547.0
2024-01-30,Wash Pouch,EU,DTC,14,65.0,910.0
2024-01-30,Wash Pouch,EU,Wholesale,21,55.25,1160.25
2024-01-30,Wash Pouch,Asia,DTC,11,65.0,715.0
2024-01-30,Wash Pouch,Asia,Wholesale,34,55.25,1878.5
2024-01-31,Travel Duffel 30L,US,DTC,17,150.0,2550.0
2024-01-31,Travel Duffel 30L,US,Wholesale,32,127.5,4080.0
2024-01-31,Travel Duffel 30L,EU,DTC,20,150.0,3000.0
2024-01-31,Travel Duffel 30L,EU,Wholesale,27,127.5,3442.5
2024-01-31,Travel Duffel 30L,Asia,DTC,15,150.0,2250.0
2024-01-31,Travel Duffel 30L,Asia,Wholesale,20,127.5,2550.0
2024-01-31,Travel Duffel 45L,US,DTC,17,170.0,2890.0
2024-01-31,Travel Duffel 45L,US,Wholesale,31,144.5,4479.5
2024-01-31,Travel Duffel 45L,EU,DTC,18,170.0,3060.0
2024-01-31,Travel Duffel 45L,EU,Wholesale,27,144.5,3901.5
2024-01-31,Travel Duffel 45L,Asia,DTC,21,170.0,3570.0
2024-01-31,Travel Duffel 45L,Asia,Wholesale,27,144.5,3901.5
2024-01-31,Everyday Backpack 20L,US,DTC,10,180.0,1800.0
2024-01-31,Everyday Backpack 20L,US,Wholesale,51,153.0,7803.0
2024-01-31,Everyday Backpack 20L,EU,DTC,19,180.0,3420.0
2024-01-31,Everyday Backpack 20L,EU,Wholesale,32,153.0,4896.0
2024-01-31,Everyday Backpack 20L,Asia,DTC,22,180.0,3960.0
2024-01-31,Everyday Backpack 20L,Asia,Wholesale,29,153.0,4437.0
2024-01-31,Everyday Backpack 30L,US,DTC,17,200.0,3400.0
2024-01-31,Everyday Backpack 30L,US,Wholesale,36,170.0,6120.0
2024-01-31,Everyday Backpack 30L,EU,DTC,23,200.0,4600.0
2024-01-31,Everyday Backpack 30L,EU,Wholesale,27,170.0,4590.0
2024-01-31,Everyday Backpack 30L,Asia,DTC,11,200.0,2200.0
2024-01-31,Everyday Backpack 30L,Asia,Wholesale,35,170.0,5950.0
2024-01-31,Capture Clip v3,US,DTC,19,70.0,1330.0
2024-01-31,Capture Clip v3,US,Wholesale,53,59.5,3153.5
2024-01-31,Capture Clip v3,EU,DTC,12,70.0,840.0
2024-01-31,Capture Clip v3,EU,Wholesale,32,59.5,1904.0
2024-01-31,Capture Clip v3,Asia,DTC,19,70.0,1330.0
2024-01-31,Capture Clip v3,Asia,Wholesale,29,59.5,1725.5
2024-01-31,Capture Clip Pro,US,DTC,15,90.0,1350.0
2024-01-31,Capture Clip Pro,US,Wholesale,28,76.5,2142.0
2024-01-31,Capture Clip Pro,EU,DTC,19,90.0,1710.0
2024-01-31,Capture Clip Pro,EU,Wholesale,27,76.5,2065.5
2024-01-31,Capture Clip Pro,Asia,DTC,19,90.0,1710.0
2024-01-31,Capture Clip Pro,Asia,Wholesale,47,76.5,3595.5
2024-01-31,Tech Pouch,US,DTC,30,60.0,1800.0
